"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","SIC_CODE","PRIMARY_INDICATOR","CODE_DESCRIPTION"
"110057186405","ICIS","3400071938","ENFORCEMENT/COMPLIANCE ACTIVITY","2434","PRIMARY","WOOD KITCHEN CABINETS"
"110057186432","ICIS","3400071974","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110058291030","ICIS","3400074536","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110058294849","ICIS","3400075213","ENFORCEMENT/COMPLIANCE ACTIVITY","1799","PRIMARY","SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED"
"110058295465","ICIS","3400073923","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110058899580","AIR","PR0000007212700062","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110058899580","AIRS/AFS","7212700062","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110058899599","AIRS/AFS","7202100033","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110058899599","AIR","PR0000007202100033","AIR MINOR","7216","PRIMARY","DRYCLEANING PLANTS, EXCEPT RUG CLEANING"
"110058906242","AIR","PR0000007204100013","AIR SYNTHETIC MINOR","3411","PRIMARY","METAL CANS"
"110058906242","AIRS/AFS","7204100013","AIR SYNTHETIC MINOR","3411","PRIMARY","METAL CANS"
"110058912814","ICIS","3400078268","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110058914938","ICIS","3400079994","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110059716071","ICIS","3400083670","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110059716133","ICIS","3400083679","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110059718550","ICIS","3400082498","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110059795397","ICIS","3400086927","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110059795556","ICIS","3400086962","ENFORCEMENT/COMPLIANCE ACTIVITY","4941","PRIMARY","WATER SUPPLY"
"110059795565","ICIS","3400086965","ENFORCEMENT/COMPLIANCE ACTIVITY","4941","PRIMARY","WATER SUPPLY"
"110059795583","ICIS","3400086969","ENFORCEMENT/COMPLIANCE ACTIVITY","4941","PRIMARY","WATER SUPPLY"
"110059796412","ICIS","3400087758","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110059796421","ICIS","3400087759","ENFORCEMENT/COMPLIANCE ACTIVITY","2434","PRIMARY","WOOD KITCHEN CABINETS"
"110059798072","ICIS","3400087857","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060260104","AIRS/AFS","7203500006","AIR MINOR","2141","PRIMARY","TOBACCO STEMMING AND REDRYING"
"110060260104","AIR","PR0000007203500006","AIR MINOR","2141","PRIMARY","TOBACCO STEMMING AND REDRYING"
"110060261817","AIR","PR0000007206500020","AIR MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110060261817","AIRS/AFS","7206500020","AIR MINOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110060265804","ICIS","3400093313","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060269588","ICIS","3400091395","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060269613","ICIS","3400091396","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060346344","ICIS","3400095417","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060346353","ICIS","3400095460","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060346362","ICIS","3400095463","ENFORCEMENT/COMPLIANCE ACTIVITY","1799","PRIMARY","SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED"
"110060346371","ICIS","3400095464","ENFORCEMENT/COMPLIANCE ACTIVITY","1711","PRIMARY","PLUMBING, HEATING AND AIR-CONDITIONING"
"110060346380","ICIS","3400095465","ENFORCEMENT/COMPLIANCE ACTIVITY","8711","PRIMARY","ENGINEERING SERVICES"
"110060349216","ICIS","3400094186","ENFORCEMENT/COMPLIANCE ACTIVITY","6513","PRIMARY","OPERATORS OF APARTMENT BUILDINGS"
"110060349225","ICIS","3400094190","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060349243","ICIS","3400094193","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060349706","ICIS","3400098428","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060349724","ICIS","3400098435","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060349742","ICIS","3400098439","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060351051","ICIS","3400097441","ENFORCEMENT/COMPLIANCE ACTIVITY","1521","PRIMARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110060351060","ICIS","3400097443","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110060864916","NPDES","PRU080058","ICIS-NPDES UNPERMITTED","9999","PRIMARY","NONCLASSIFIABLE ESTABLISHMENTS"
"110061025340","AIR","PR0000007212700733","AIR MAJOR","4953","PRIMARY","REFUSE SYSTEMS"
"110061025340","AIRS/AFS","7212700733","AIR MAJOR","4953","PRIMARY","REFUSE SYSTEMS"
"110062627698","ICIS","3400100335","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110062629525","ICIS","2600038350","FORMAL ENFORCEMENT ACTION","5411","PRIMARY","GROCERY STORES"
"110062629534","ICIS","2600038351","FORMAL ENFORCEMENT ACTION","5411","PRIMARY","GROCERY STORES"
"110062629543","ICIS","2600038352","FORMAL ENFORCEMENT ACTION","5411","PRIMARY","GROCERY STORES"
"110062629552","ICIS","2600038353","FORMAL ENFORCEMENT ACTION","5411","PRIMARY","GROCERY STORES"
"110062629954","ICIS","3400104647","ENFORCEMENT/COMPLIANCE ACTIVITY","2097","PRIMARY","MANUFACTURED ICE"
"110063024187","NPDES","PRNOEBW81","ICIS-NPDES MINOR","2759","PRIMARY","COMMERCIAL PRINTING, NOT ELSEWHERE CLASSIFIED"
"110063024187","NPDES","PRNOEBW81","STORM WATER INDUSTRIAL","2759","PRIMARY","COMMERCIAL PRINTING, NOT ELSEWHERE CLASSIFIED"
"110063133746","ICIS","35990","FORMAL ENFORCEMENT ACTION","4952","PRIMARY","SEWERAGE SYSTEMS"
"110063174808","AIRS/AFS","7200500028","AIR SYNTHETIC MINOR","3577","SECONDARY","COMPUTER PERIPHERAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED"
"110063174808","AIR","PR0000007200500028","AIR SYNTHETIC MINOR","3571","PRIMARY","ELECTRONIC COMPUTERS"
"110063174808","NCDB","I02#199710210002  1","COMPLIANCE ACTIVITY","3572","PRIMARY","COMPUTER STORAGE DEVICES"
"110063174808","AIR","PR0000007200500028","AIR SYNTHETIC MINOR","3577","SECONDARY","COMPUTER PERIPHERAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED"
"110063174808","AIRS/AFS","7200500028","AIR SYNTHETIC MINOR","3571","PRIMARY","ELECTRONIC COMPUTERS"
"110063611293","NPDES","PRNOEC109","STORM WATER INDUSTRIAL","2835","PRIMARY","IN VITRO AND IN VIVO DIAGNOSTIC SUBSTANCES"
"110063611293","NPDES","PRNOEC109","ICIS-NPDES MINOR","2835","PRIMARY","IN VITRO AND IN VIVO DIAGNOSTIC SUBSTANCES"
"110063611300","NPDES","PRNOEC110","ICIS-NPDES MINOR","2835","PRIMARY","IN VITRO AND IN VIVO DIAGNOSTIC SUBSTANCES"
"110063611300","NPDES","PRNOEC110","STORM WATER INDUSTRIAL","2835","PRIMARY","IN VITRO AND IN VIVO DIAGNOSTIC SUBSTANCES"
"110063611319","NPDES","PRR12A705","ICIS-NPDES MINOR","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110063611319","NPDES","PRR12A705","STORM WATER CONSTRUCTION","1611","PRIMARY","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"110063701944","ICIS","3600020600","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110063865152","ICIS","3600026240","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110063865161","ICIS","3600026241","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110063887138","NPDES","PRU002496","ICIS-NPDES UNPERMITTED","5141","SECONDARY","GROCERIES, GENERAL LINE"
"110063914457","NPDES","PR0023728","NPDES PRETREATMENT PROGRAM","4952","PRIMARY","SEWERAGE SYSTEMS"
"110063914457","NPDES","PR0023728","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110063914457","NPDES","PR0023728","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110063920440","AIRS/AFS","7212300017","AIR MINOR","9711","PRIMARY","NATIONAL SECURITY"
"110063925864","ICIS","29283","FORMAL ENFORCEMENT ACTION","2033","PRIMARY","CANNED FRUITS, VEGETABLES, PRESERVES, JAMS, AND JELLIES"
"110063925864","TRIS","00758NDSTRRD866","TRI REPORTER","2086","PRIMARY","BOTTLED AND CANNED SOFT DRINKS AND CARBONATED WATERS"
"110064036010","ICIS","3600033757","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064036617","ICIS","3600035983","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064061107","ICIS","31223","FORMAL ENFORCEMENT ACTION","4952","PRIMARY","SEWERAGE SYSTEMS"
"110064061107","NPDES","PR0023426","ICIS-NPDES MAJOR","4952","PRIMARY","SEWERAGE SYSTEMS"
"110064087900","AIRS/AFS","7206100022","AIR MINOR","2041","PRIMARY","FLOUR AND OTHER GRAIN MILL PRODUCTS"
"110064087900","NPDES","PRR053150","STORM WATER INDUSTRIAL","2044","PRIMARY","RICE MILLING"
"110064087900","AIR","PR0000007206100022","AIR MINOR","2041","PRIMARY","FLOUR AND OTHER GRAIN MILL PRODUCTS"
"110064087900","NPDES","PRR053150","ICIS-NPDES NON-MAJOR","2044","PRIMARY","RICE MILLING"
"110064201037","NCDB","I02#19910320A2005 2","COMPLIANCE ACTIVITY","2032","PRIMARY","CANNED SPECIALTIES"
"110064201037","TRIS","00617CSRFDPRRD2","TRI REPORTER","2033","PRIMARY","CANNED FRUITS, VEGETABLES, PRESERVES, JAMS, AND JELLIES"
"110064201108","TRIS","00918SPRRPTRESM","TRI REPORTER","2851","PRIMARY","PAINTS, VARNISHES, LACQUERS, ENAMELS, AND ALLIED PRODUCTS"
"110064386070","NPDES","PRNOE3265","NPDES PERMIT","2841","PRIMARY","SOAP AND OTHER DETERGENTS, EXCEPT SPECIALTY CLEANERS"
"110064386070","NPDES","PRNOE3265","STORM WATER INDUSTRIAL","2841","PRIMARY","SOAP AND OTHER DETERGENTS, EXCEPT SPECIALTY CLEANERS"
"110064404112","ICIS","3600036986","ENFORCEMENT/COMPLIANCE ACTIVITY","6531","PRIMARY","REAL ESTATE AGENTS AND MANAGERS"
"110064404372","ICIS","3600038301","ENFORCEMENT/COMPLIANCE ACTIVITY","6531","PRIMARY","REAL ESTATE AGENTS AND MANAGERS"
"110064404381","ICIS","3600038302","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064405905","ICIS","3600039461","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064411872","ICIS","3600045840","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064501301","ICIS","3600056689","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064503185","ICIS","3600051383","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064506823","ICIS","3600053506","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064506921","ICIS","3600053516","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064597182","NPDES","PR0026395","ICIS-NPDES NON-MAJOR","4941","SECONDARY","WATER SUPPLY"
"110064601694","NPDES","PR0026298","NPDES PERMIT","4952","PRIMARY","SEWERAGE SYSTEMS"
"110064602050","NPDES","PR0025917","ICIS-NPDES NON-MAJOR","7999","SECONDARY","AMUSEMENT AND RECREATION SERVICES, NOT ELSEWHERE CLASSIFIED"
"110064602238","NPDES","PR0026409","ICIS-NPDES NON-MAJOR","4941","SECONDARY","WATER SUPPLY"
"110064602363","NPDES","PR0026671","ICIS-NPDES NON-MAJOR","4941","SECONDARY","WATER SUPPLY"
"110064602461","NPDES","PR0026522","ICIS-NPDES NON-MAJOR","0912","SECONDARY","FINFISH"
"110064602461","NPDES","PR0026522","ICIS-NPDES NON-MAJOR","5146","SECONDARY","FISH AND SEAFOODS"
"110064603068","NPDES","PR0026638","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110064604888","NPDES","PR0026506","ICIS-NPDES NON-MAJOR","2077","SECONDARY","ANIMAL AND MARINE FATS AND OILS"
"110064604888","NPDES","PR0026506","ICIS-NPDES NON-MAJOR","2092","SECONDARY","PREPARED FRESH OR FROZEN FISH AND SEAFOODS"
"110064605912","NPDES","PR0026808","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110064605930","NPDES","PR0026875","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110064606500","NPDES","PR0026719","ICIS-NPDES NON-MAJOR","4941","SECONDARY","WATER SUPPLY"
"110064606804","NPDES","PR0026301","ICIS-NPDES NON-MAJOR","8221","SECONDARY","COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
"110064606804","NPDES","PR0026301","ICIS-NPDES NON-MAJOR","4941","SECONDARY","WATER SUPPLY"
"110064606813","NPDES","PR0026328","NPDES PERMIT","8249","PRIMARY","VOCATIONAL SCHOOLS, NOT ELSEWHERE CLASSIFIED"
"110064611479","NPDES","PR0026492","ICIS-NPDES NON-MAJOR","8221","SECONDARY","COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
"110064615028","NPDES","PR0023990","ICIS-NPDES MAJOR","4941","PRIMARY","WATER SUPPLY"
"110064621574","NPDES","PR0026824","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110064622635","NPDES","PRR040029","PHASE II MS4","9199","SECONDARY","GENERAL GOVERNMENT, NOT ELSEWHERE CLASSIFIED"
"110064622635","NPDES","PRR040029","ICIS-NPDES NON-MAJOR","9199","SECONDARY","GENERAL GOVERNMENT, NOT ELSEWHERE CLASSIFIED"
"110064622957","NPDES","PR0026581","ICIS-NPDES NON-MAJOR","1521","SECONDARY","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"110064622957","NPDES","PR0026581","ICIS-NPDES NON-MAJOR","1542","PRIMARY","GENERAL CONTRACTORS-NONRESIDENTIAL BUILDINGS, OTHER THAN INDUSTRIAL BUILDINGS AND WAREHOUSES"
"110064623046","NPDES","PR0026891","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110064623527","NPDES","PR0025828","POTW","4952","PRIMARY","SEWERAGE SYSTEMS"
"110064623527","NPDES","PR0025828","NPDES PERMIT","4952","PRIMARY","SEWERAGE SYSTEMS"
"110064632615","NPDES","PR0023515","NPDES PERMIT","7032","PRIMARY","SPORTING AND RECREATIONAL CAMPS"
"110064634668","NPDES","PR0026620","ICIS-NPDES NON-MAJOR","7011","SECONDARY","HOTELS AND MOTELS"
"110064635809","NPDES","PR0025909","NPDES PERMIT","0921","PRIMARY","FISH HATCHERIES AND PRESERVES"
"110064635836","NPDES","PR0026034","NPDES PERMIT","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110064639477","NPDES","PR0026352","ICIS-NPDES NON-MAJOR","4941","SECONDARY","WATER SUPPLY"
"110064641204","NPDES","PR0026573","ICIS-NPDES NON-MAJOR","4941","SECONDARY","WATER SUPPLY"
"110064641776","NPDES","PR0026361","ICIS-NPDES NON-MAJOR","0273","SECONDARY","ANIMAL AQUACULTURE"
"110064642178","NPDES","PR0026468","NPDES PERMIT","4952","PRIMARY","SEWERAGE SYSTEMS"
"110064642702","NPDES","PR0026905","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110064648966","NPDES","PR0026344","NPDES PERMIT","4959","PRIMARY","SANITARY SERVICES, NOT ELSEWHERE CLASSIFIED"
"110064649108","NPDES","PR0026727","ICIS-NPDES NON-MAJOR","4941","SECONDARY","WATER SUPPLY"
"110064649322","NPDES","PR0026751","ICIS-NPDES NON-MAJOR","4941","PRIMARY","WATER SUPPLY"
"110064649448","NPDES","PR0026336","NPDES PERMIT","8249","PRIMARY","VOCATIONAL SCHOOLS, NOT ELSEWHERE CLASSIFIED"
"110064649457","NPDES","PR0026654","ICIS-NPDES NON-MAJOR","4941","SECONDARY","WATER SUPPLY"
"110064649689","NPDES","PR0026433","NPDES PERMIT","1629","PRIMARY","HEAVY CONSTRUCTION, NOT ELSEWHERE CLASSIFIED"
"110064693755","ICIS","3600083230","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064693764","ICIS","3600083231","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","SECONDARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064777488","NPDES","PRR053001","STORM WATER INDUSTRIAL","2011","PRIMARY","MEAT PACKING PLANTS"
"110064777488","NPDES","PRR053001","ICIS-NPDES NON-MAJOR","2011","PRIMARY","MEAT PACKING PLANTS"
"110064777497","NPDES","PRR053002","ICIS-NPDES NON-MAJOR","5171","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS"
"110064777497","NPDES","PRR053002","STORM WATER INDUSTRIAL","5171","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS"
"110064841818","ICIS","44435","FORMAL ENFORCEMENT ACTION","4941","PRIMARY","WATER SUPPLY"
"110064841818","ICIS","3600092669","FORMAL ENFORCEMENT ACTION","4941","PRIMARY","WATER SUPPLY"
"110064842835","ICIS","3600092866","ENFORCEMENT/COMPLIANCE ACTIVITY","1522","PRIMARY","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMILY"
"110064854714","NPDES","PRR053025","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110064854714","NPDES","PRR053025","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110064854732","NPDES","PRR053091","ICIS-NPDES NON-MAJOR","3841","PRIMARY","SURGICAL AND MEDICAL INSTRUMENTS AND APPARATUS"
"110064854732","NPDES","PRR053092","ICIS-NPDES NON-MAJOR","3841","PRIMARY","SURGICAL AND MEDICAL INSTRUMENTS AND APPARATUS"
"110064854732","NPDES","PRR053092","STORM WATER INDUSTRIAL","3841","PRIMARY","SURGICAL AND MEDICAL INSTRUMENTS AND APPARATUS"
"110064854732","NPDES","PRR053091","STORM WATER INDUSTRIAL","3841","PRIMARY","SURGICAL AND MEDICAL INSTRUMENTS AND APPARATUS"
"110064854894","NPDES","PRNOE3176","NPDES PERMIT","4225","PRIMARY","GENERAL WAREHOUSING AND STORAGE"
"110064854894","NPDES","PRNOE3176","STORM WATER INDUSTRIAL","4225","PRIMARY","GENERAL WAREHOUSING AND STORAGE"
"110064855349","NPDES","PRR053008","STORM WATER INDUSTRIAL","2653","PRIMARY","CORRUGATED AND SOLID FIBER BOXES"
"110064855349","NPDES","PRR053008","ICIS-NPDES NON-MAJOR","2653","PRIMARY","CORRUGATED AND SOLID FIBER BOXES"
"110064856115","NPDES","PRR053130","STORM WATER INDUSTRIAL","5093","PRIMARY","SCRAP AND WASTE MATERIALS"
"110064856115","NPDES","PRR053130","ICIS-NPDES NON-MAJOR","5093","PRIMARY","SCRAP AND WASTE MATERIALS"
"110064856482","NPDES","PRNOE3024","STORM WATER INDUSTRIAL","2813","PRIMARY","INDUSTRIAL GASES"
"110064856482","NPDES","PRNOE3024","NPDES PERMIT","2813","PRIMARY","INDUSTRIAL GASES"
"110064856516","NPDES","PRR053104","STORM WATER INDUSTRIAL","3273","PRIMARY","READY-MIXED CONCRETE"
"110064856516","NPDES","PRR053104","ICIS-NPDES NON-MAJOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110064856525","NPDES","PRR053118","STORM WATER INDUSTRIAL","3585","PRIMARY","AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT"
"110064856525","NPDES","PRR053118","ICIS-NPDES NON-MAJOR","3585","PRIMARY","AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT"
"110064856641","NPDES","PRR053070","ICIS-NPDES NON-MAJOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110064856641","NPDES","PRR053070","STORM WATER INDUSTRIAL","3273","PRIMARY","READY-MIXED CONCRETE"
"110064856847","NPDES","PRR053107","STORM WATER INDUSTRIAL","2833","PRIMARY","MEDICINAL CHEMICALS AND BOTANICAL PRODUCTS"
"110064856847","NPDES","PRR053107","ICIS-NPDES NON-MAJOR","2833","PRIMARY","MEDICINAL CHEMICALS AND BOTANICAL PRODUCTS"
"110064857221","NPDES","PRNOE3043","STORM WATER INDUSTRIAL","4225","PRIMARY","GENERAL WAREHOUSING AND STORAGE"
"110064857221","NPDES","PRNOE3043","NPDES PERMIT","4225","PRIMARY","GENERAL WAREHOUSING AND STORAGE"
"110064857677","NPDES","PRNOE3054","STORM WATER INDUSTRIAL","4225","PRIMARY","GENERAL WAREHOUSING AND STORAGE"
"110064857677","NPDES","PRNOE3054","NPDES PERMIT","4225","PRIMARY","GENERAL WAREHOUSING AND STORAGE"
"110064857739","NPDES","PRNOE3177","STORM WATER INDUSTRIAL","2816","PRIMARY","INORGANIC PIGMENTS"
"110064857739","NPDES","PRNOE3177","NPDES PERMIT","2816","PRIMARY","INORGANIC PIGMENTS"
"110064857908","NPDES","PRR053026","STORM WATER INDUSTRIAL","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110064857908","NPDES","PRR053026","ICIS-NPDES NON-MAJOR","3089","PRIMARY","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"110064859425","NPDES","PRR053071","STORM WATER INDUSTRIAL","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110064859425","NPDES","PRR053071","ICIS-NPDES NON-MAJOR","2951","PRIMARY","ASPHALT PAVING MIXTURES AND BLOCKS"
"110064859586","NPDES","PRR053077","STORM WATER INDUSTRIAL","5093","PRIMARY","SCRAP AND WASTE MATERIALS"
"110064859586","NPDES","PRR053077","ICIS-NPDES NON-MAJOR","5093","PRIMARY","SCRAP AND WASTE MATERIALS"
"110064859719","NPDES","PRR053121","ICIS-NPDES NON-MAJOR","5093","PRIMARY","SCRAP AND WASTE MATERIALS"
"110064859719","NPDES","PRR053121","STORM WATER INDUSTRIAL","5093","PRIMARY","SCRAP AND WASTE MATERIALS"
"110064859728","NPDES","PRR053126","STORM WATER INDUSTRIAL","3273","PRIMARY","READY-MIXED CONCRETE"
"110064859728","NPDES","PRR053126","ICIS-NPDES NON-MAJOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110064860360","NPDES","PRR053030","ICIS-NPDES NON-MAJOR","3273","PRIMARY","READY-MIXED CONCRETE"
"110064860360","NPDES","PRR053030","STORM WATER INDUSTRIAL","3273","PRIMARY","READY-MIXED CONCRETE"
